manifest_order,review_id,app_name,rating,review_date,review_text,already_annotated
15206,92659,Kredivo,5,2024-09-22,aplikasi yang sangat membantu dan terpercaya,False
15228,75051,Kredivo,5,2025-01-24,semoga dpt membantu,False
15283,243340,Kredivo,5,2024-06-12,sukses terus untuk kredivo,True
15301,219178,Akulaku,5,2024-01-11,aplikasi yg sangat membantu,False
15330,27060,Kredivo,2,2025-06-07,aplikasi tidak bisa di buka,True
15369,63888,Kredivo,5,2025-04-17,sangat bagus sekali,False
15410,11389,Kredivo,1,2024-12-01,aplikasi gk jelas,True
15482,239192,Kredivo,5,2024-07-06,kredivo sangat membantu,True
15503,58438,Kredivo,5,2025-06-05,knp aplikasi kredivo saya ga bs d buka?,False
15520,70000,Kredivo,5,2025-02-28,keren sangat membantu,False
15561,231430,Kredivo,5,2024-08-24,aplikasi yang sangat membantu...,False
15610,68637,Kredivo,5,2025-03-09,terima kasih kredivo sudah banyak membantu,False
15672,70539,Kredivo,5,2025-02-25,sangat membantu untuk dana darurat,False
15756,234989,Kredivo,5,2024-08-02,sangat baik dan bagus,False
15786,57584,Kredivo,5,2025-06-06,aplikasi kredivo saya tidak bisa di buka,False
15797,220964,Akulaku,5,2024-01-01,sangat membantu.. terimakasih akulaku,False
15814,182566,Akulaku,5,2024-09-11,terimakasih bantuan nya,False
15842,251906,Kredivo,5,2024-04-29,sangat baik bisa membantu,False
15854,246326,Kredivo,5,2024-05-28,kredivo emang bagus,False
15890,95331,Kredivo,5,2024-09-06,terimakasih kredivo sudah membantu,False
15909,269924,Kredivo,5,2024-01-30,mantap kredivo sukses terus,False
15924,24172,Kredivo,1,2024-02-03,aplikasi gak membantu,False
15951,230117,Kredivo,5,2024-09-01,bagus sangat membantu sekali,False
15999,261699,Kredivo,5,2024-03-03,biar bintang yg bicara,False
16070,66791,Kredivo,5,2025-03-22,semoga lebih baik lagi,False
16097,242394,Kredivo,5,2024-06-16,sangat membantu sekali.. terimakasih kredivo,False
16127,62287,Kredivo,5,2025-05-02,pelayanan cepat dan mudah,False
16158,68780,Kredivo,5,2025-03-08,proses pinjaman cepat,True
16192,58372,Kredivo,5,2025-06-05,kenapa aplikasinya gak bisa dibuka?,False
16273,272143,Kredivo,5,2024-01-20,ga pake lama,False
16324,74958,Kredivo,5,2025-01-25,mantap pake kredivo,True
16327,47690,Kredivo,5,2025-09-10,mantap sangat membantu,False
16426,80859,Kredivo,5,2024-12-14,aplikasi yg sangat bagus dan sangat membantu,False
16434,235594,Kredivo,5,2024-07-31,mudah ga ribet,False
16449,84728,Kredivo,5,2024-11-17,semoga di acc ya min,True
16481,183566,Akulaku,5,2024-09-03,kasih 5 bintang,False
16533,235522,Kredivo,5,2024-07-31,kredivo emang mantap,True
16583,52822,Kredivo,5,2025-07-08,mantap. sangat membantu,False
16589,272424,Kredivo,5,2024-01-19,terima kasih sangat membantu,True
16659,64292,Kredivo,5,2025-04-14,prosesnya mudah dan cepat,False
16660,205660,Akulaku,5,2024-04-02,cepat dan terjamin,False
16671,58074,Kredivo,5,2025-06-05,kredivo sya tidak bisa di buka,False
16708,105068,Akulaku,1,2025-05-20,aplikasi gk guna,False
16853,172691,Akulaku,5,2024-11-30,terimakasih atas bantuannya,False
16888,146651,Akulaku,4,2024-10-28,akulaku sangat membantu,False
16923,172928,Akulaku,5,2024-11-28,mantap pelayanan nya,False
16942,267953,Kredivo,5,2024-02-06,aman dan gak ribet,False
17063,193185,Akulaku,5,2024-06-30,sangat bagus cepat dan mudah,False
17115,238501,Kredivo,5,2024-07-11,sangat membantu.terimakasih kredivo,False
17170,69970,Kredivo,5,2025-03-01,apk yang sangat membantu,False
17229,231199,Kredivo,5,2024-08-26,"cepat, dan mudah",False
17230,160866,Akulaku,5,2025-07-01,apk bagus banget,False
17242,121944,Akulaku,1,2024-05-25,ga jelas nih aplikasi,False
17263,202670,Akulaku,5,2024-04-25,sukses trs untuk akulaku,False
17288,33166,Kredivo,3,2024-11-30,limit ga naik2,False
17307,218339,Akulaku,5,2024-01-16,aplikasi yang bagus,False
17353,174763,Akulaku,5,2024-11-12,layanan yang baik,True
17362,178183,Akulaku,5,2024-10-15,moga di acc lgi,False
17395,171237,Akulaku,5,2024-12-25,semoga jadi yg terbaik,False
17467,75834,Kredivo,5,2025-01-19,sangat membantu sekali aplikasi ini,False
17469,198787,Akulaku,5,2024-05-24,akulaku solusi terbaik,False
17500,112320,Akulaku,1,2024-11-08,kenapa limit saya tidak bisa di gunakan,True
17595,233981,Kredivo,5,2024-08-08,terima kasih kredivo...,False
17649,181956,Akulaku,5,2024-09-16,sangat membantu terimakasih,False
17661,231729,Kredivo,5,2024-08-22,kredivo emang oke,False
17684,239592,Kredivo,5,2024-07-03,sangat membantu untuk usaha,False
17770,42890,Kredivo,5,2025-10-28,sangat membantu dan memuaskan,False
17776,88422,Kredivo,5,2024-10-21,sangat berguna sekali,False
17809,90591,Kredivo,5,2024-10-05,kredivo solusi keuangan terbaik,False
17811,19891,Kredivo,1,2024-04-23,ga bisa daftar,False
17864,78288,Kredivo,5,2025-01-01,apk yg bagus,False
17876,91911,Kredivo,5,2024-09-28,proses pencairan cepat,False
17949,86720,Kredivo,5,2024-11-02,pelayanan sangat bagus,False
17961,188459,Akulaku,5,2024-08-01,mantap gak ribet,False
18006,113007,Akulaku,1,2024-10-25,ada limit tapi tidak bisa digunakan,False
18139,227382,Kredivo,4,2024-06-09,baik baik baik,False
18157,69025,Kredivo,5,2025-03-06,sangat membantu alhamdulillah,False
18223,196502,Akulaku,5,2024-06-08,biar bintang yg berbicara,False
18237,89878,Kredivo,5,2024-10-10,sangat membantu dan sangat cepat prosesnya,False
18244,237012,Kredivo,5,2024-07-19,kredivo memang terbaik,False
18362,249003,Kredivo,5,2024-05-14,kredivo selalu di hati,False
18455,63562,Kredivo,5,2025-04-20,pencairan yg cepat,True
18468,263499,Kredivo,5,2024-02-25,aplikasinya tidak bisa di buka,True
18496,72592,Kredivo,5,2025-02-10,aplikasi sangat bermanfaat,False
18585,248143,Kredivo,5,2024-05-18,sangat membantu dan proses mudah,False
18639,205414,Akulaku,5,2024-04-04,pinjaman saya gagal terus,False
18707,256851,Kredivo,5,2024-03-29,pinjaman online terbaik,False
18757,208722,Akulaku,5,2024-03-11,good is the best,False
18777,160957,Akulaku,5,2025-06-30,tidak bisa mengajukan pinjaman uang,False
18787,248386,Kredivo,5,2024-05-17,sangat memuaskan pake kredivo,False
18839,73814,Kredivo,5,2025-02-02,terimakasih kredivo sangat membantu,False
18893,83532,Kredivo,5,2024-11-26,mantap proses cepet,False
18956,274090,Kredivo,5,2024-01-12,limit nya gak naik naik,False
18957,192362,Akulaku,5,2024-07-05,proses sangat mudah dan cepat,False
19006,200730,Akulaku,5,2024-05-09,membantu sekali akulaku,False
19044,257700,Kredivo,5,2024-03-24,cepat mudah dan aman,False
19052,137690,Akulaku,2,2024-02-15,paylaternya gak bisa dipakai,False
19110,215643,Akulaku,5,2024-02-01,mantap apk ni sangat membantu,False
19223,41730,Kredivo,5,2025-11-10,luar biasa sangat membantu,False
19253,52129,Kredivo,5,2025-07-17,aplikasi yg sangat membantu,False
19306,86850,Kredivo,5,2024-11-01,cepat n ga ribet,False
19369,42875,Kredivo,5,2025-10-28,sangat membantu dalam keuangan,False
19437,229481,Kredivo,4,2024-01-05,oke lah mantap,False
19487,23495,Kredivo,1,2024-02-18,susah untuk di acc,False
19499,217493,Akulaku,5,2024-01-21,sangat membantu untuk pinjamannya,False
19525,155820,Akulaku,5,2025-10-08,oke banget lah,False
19559,266076,Kredivo,5,2024-02-15,kredivo emang top..,True
19582,218267,Akulaku,5,2024-01-16,limitnya ga naik naik,True
19594,162905,Akulaku,5,2025-05-25,trimakasih sdh membantu,False
19684,71007,Kredivo,5,2025-02-22,sangat bagus dan membantu sekali,False
19686,266419,Kredivo,5,2024-02-13,aplikasi ya bagus membantu,False
19726,248349,Kredivo,5,2024-05-17,sangat mudah tidak ribet,False
19740,163086,Akulaku,5,2025-05-22,smoga bisa cair,False
19747,197188,Akulaku,5,2024-06-04,sangat membantu banget,False
19788,73640,Kredivo,5,2025-02-03,sangat membantu sekalu,False
19837,213500,Akulaku,5,2024-02-12,bagus.. sangat membantu,False
19892,48492,Kredivo,5,2025-09-02,aplikasi yg bagus dan sangat membantu,False
19898,272652,Kredivo,5,2024-01-18,cepat tanggap dan mudah,False
19899,90642,Kredivo,5,2024-10-05,cukup baik dan sangat membantu,False
19978,90990,Kredivo,5,2024-10-03,ok ok ok,False
19985,237838,Kredivo,5,2024-07-15,"sangat membantu, terimakasih kredivo",False
19997,255849,Kredivo,5,2024-04-04,aplikasi sangat baik,False
20000,91489,Kredivo,5,2024-10-01,sangat membantu segala kebutuhan,False
20029,71897,Kredivo,5,2025-02-15,aplikasi sangat membantu. terima kasih,False
20120,51557,Kredivo,5,2025-07-24,mantap gak ribet,True
20139,246665,Kredivo,5,2024-05-26,luar biasa sangat membantu,False
20163,194357,Akulaku,5,2024-06-23,cukup mudah dan membantu,False
20220,199791,Akulaku,5,2024-05-16,mudah cepat gk ribet,False
20375,210308,Akulaku,5,2024-03-02,sangat membantu terima kasih aku laku,False
20395,254640,Kredivo,5,2024-04-12,tambah limit lagi,False
20399,91390,Kredivo,5,2024-10-01,sangat membantu dan cepat prosesnya,False
20481,127623,Akulaku,1,2024-02-23,apk tidak jelas,False
20484,272882,Kredivo,5,2024-01-17,terima kasih sudah di acc,False
20632,244712,Kredivo,5,2024-06-05,terimah kasih kredivo,False
20674,260090,Kredivo,5,2024-03-11,kredivo memang membantu sekali,False
20716,68958,Kredivo,5,2025-03-07,proses mudah dan cepat terimakasih,False
20776,76613,Kredivo,5,2025-01-13,sangat membantu sekali apk ini,False
20798,73490,Kredivo,5,2025-02-04,sangat membantu di saat terdesak,True
20836,264611,Kredivo,5,2024-02-21,terima kasih kredivo,False
20840,243788,Kredivo,5,2024-06-10,mantap ini aplikasinya,True
20895,173411,Akulaku,5,2024-11-25,semoga limit bertambah,False
20902,178823,Akulaku,5,2024-10-10,sangat membantu yg membutuhkan,True
21028,217198,Akulaku,5,2024-01-23,nyaman dan mudah,False
21138,72751,Kredivo,5,2025-02-09,sangat terbantu sekali dengan adanya kredivo,False
21174,240119,Kredivo,5,2024-06-30,proses pinjaman mudah dan cepat,False
21180,177074,Akulaku,5,2024-10-25,aplikasinya mudah di pakai,False
21253,69113,Kredivo,5,2025-03-06,kredivo luar biasa,False
21255,179757,Akulaku,5,2024-10-02,akulaku oke banget,False
21301,246913,Kredivo,5,2024-05-25,sangat membatu untuk modal usaha,False
21317,184734,Akulaku,5,2024-08-27,aku laku top,False
21409,233822,Kredivo,5,2024-08-09,sangat bagus banget,False
21422,143799,Akulaku,3,2024-02-20,saya kasih 3 bintang dulu,False
21464,148062,Akulaku,4,2024-06-27,gak di acc terus,False
21502,195926,Akulaku,5,2024-06-12,pinjaman cepat tanpa ribet,False
21507,264607,Kredivo,5,2024-02-21,lebih murah dan mudah,False
21522,50041,Kredivo,5,2025-08-12,"sangat membantu, makasih kredivo",True
21546,254796,Kredivo,5,2024-04-11,sangat puas dgn pelayanan kredivo,False
21550,271168,Kredivo,5,2024-01-25,aplikasi yang cukup membantu,False
21627,112267,Akulaku,1,2024-11-09,tidak bisa dipakai,False
21630,256285,Kredivo,5,2024-04-02,aplikasi yg sngt membantu,False
21646,185298,Akulaku,5,2024-08-23,terimakasih pengajuan mudah,False
21683,193793,Akulaku,5,2024-06-26,ada limit tapi gk bisa di pakai,False
21727,116862,Akulaku,1,2024-08-17,tidak pernah acc,False
21732,63184,Kredivo,5,2025-04-23,terima kasih sudah banyak membantu,False
21774,205440,Akulaku,5,2024-04-03,akulaku paling ok,False
21783,267205,Kredivo,5,2024-02-09,kredivo the best pokoknya,False
21826,60941,Kredivo,5,2025-05-14,dengan kredivo semua jadi mudah,False
21862,53007,Kredivo,5,2025-07-05,bagus dan aman,False
21909,250341,Kredivo,5,2024-05-07,kredivo sangat membantu sekali,True
21915,156090,Akulaku,5,2025-10-02,terima kasih akulaku,True
21975,214917,Akulaku,5,2024-02-04,satu kata mantap,False
21977,51785,Kredivo,5,2025-07-21,aplikasi yg berguna,False
21989,68483,Kredivo,5,2025-03-10,terimakasih sudah membantu..,False
22071,170731,Akulaku,5,2025-01-03,membantu kebutuhan keluarga,False
22178,241934,Kredivo,5,2024-06-19,apk yg sangat membantu.,False
22229,254978,Kredivo,5,2024-04-09,proses mudah dan cepat.,False
22330,100365,Akulaku,1,2025-09-12,limit tidak bisa di gunakan,False
22341,266324,Kredivo,5,2024-02-13,proses mudah dan sangat cepat,False
22412,42598,Kredivo,5,2025-10-31,sangat bagus dan mudah,True
22513,245946,Kredivo,5,2024-05-30,pinjaman anti ribet,False
22614,91894,Kredivo,5,2024-09-28,kredivo ok banget,False
22746,164501,Akulaku,5,2025-04-26,aplikasi yg sangat membantu,True
22800,70084,Kredivo,5,2025-02-28,cepat dan memuaskan,False
22882,189714,Akulaku,5,2024-07-23,mantap aplikasinya bisa membantu,False
22899,76525,Kredivo,5,2025-01-13,kredivo sangat membantu,False
22905,244143,Kredivo,5,2024-06-08,membantu disaat lgi butuh,False
22937,10715,Kredivo,1,2024-12-22,langsung di tolak,False
22962,237676,Kredivo,5,2024-07-16,cukup memuaskan dan membantu,False
22969,222603,Kredivo,3,2024-02-01,aplikasi ni sangat bagus,False
22985,272656,Kredivo,5,2024-01-18,sangat bisa di andalkan,False
23010,185392,Akulaku,5,2024-08-23,mudah dan sangat membantu,False
23013,63836,Kredivo,5,2025-04-18,terimakasih sdh sangat membantu kami,False
23036,62192,Kredivo,5,2025-05-03,sangat membantu dan memudahkan,False
23048,73713,Kredivo,5,2025-02-03,mempermudah segala urusan,False
23051,73660,Kredivo,5,2025-02-03,sangat membantu sekali kredivo,False
23161,272790,Kredivo,5,2024-01-18,sangat membantu sekali terima kasih kredivo,False
23184,226654,Kredivo,4,2024-08-27,sangat membantu pake kredivo,False
23235,168271,Akulaku,5,2025-02-12,terima kasih akulaku sangat membantu,False
23262,236716,Kredivo,5,2024-07-21,sangat membantu sekali kredivo,False
23275,187445,Akulaku,5,2024-08-07,prosesnya cepat bunganya rendah,False
23277,173724,Akulaku,5,2024-11-22,paylater gk bisa di pake,False
23437,235424,Kredivo,5,2024-08-01,saya suka kredivo,False
23439,269927,Kredivo,5,2024-01-30,semoga lancar trs,False
23501,213245,Akulaku,5,2024-02-14,mudah dan cepat,False
23507,68611,Kredivo,5,2025-03-09,sangat membantu untuk kebutuhan mendesak,False
23510,240344,Kredivo,5,2024-06-28,mudah cepat dan gak ribet,False
23561,189219,Akulaku,5,2024-07-27,tidak pernah cair,True
23566,184989,Akulaku,5,2024-08-26,trimakasih sudah membantu,False
23572,68257,Kredivo,5,2025-03-12,pelayanan yg memuaskan,False
23778,264374,Kredivo,5,2024-02-22,gak ribet 1 menit cair,False
23787,252572,Kredivo,5,2024-04-25,proses nggak ribet,False
23801,41929,Kredivo,5,2025-11-07,sangat mudah dan tidak ribet,False
23819,243972,Kredivo,5,2024-06-09,bagus afk nya,False
23836,203655,Akulaku,5,2024-04-18,baik proses cepat,False
23862,183725,Akulaku,5,2024-09-02,cukup membantu saya,False
23876,177770,Akulaku,5,2024-10-19,"sangat membantu, trimakasih",False
23954,203716,Akulaku,5,2024-04-18,mantap... sangat membantu,False
24002,72078,Kredivo,5,2025-02-14,sangat membantu dengan baik,False
24036,223189,Kredivo,4,2025-11-17,sangat membantu bgt terimakasih kredivo,False
24054,275650,Kredivo,5,2024-01-06,mantap kredivo nya,False
24055,70835,Kredivo,5,2025-02-23,sangat baik untuk di gunakan,False
24069,258444,Kredivo,5,2024-03-20,sangat baik dan membantu,False
24109,94866,Kredivo,5,2024-09-08,apk yang sangat bagus,False
24132,126933,Akulaku,1,2024-03-03,limit besar tidak bisa dipakai,False
24227,181177,Akulaku,5,2024-09-23,app yang sangat bagus,False
24243,77998,Kredivo,5,2025-01-03,terimakasih banyak kredivo,False
24255,79697,Kredivo,5,2024-12-23,sangat membantu saya,False
24350,270499,Kredivo,5,2024-01-27,so far so good,False
24363,167485,Akulaku,5,2025-02-28,bagus buat dana darurat,False
24368,256472,Kredivo,5,2024-04-01,thanks for you,False
24385,85795,Kredivo,5,2024-11-09,bagus bgt aplikasi nya,False
24407,62004,Kredivo,5,2025-05-05,bagus sekali sangat membantu,True
24409,95436,Kredivo,5,2024-09-05,mantap sangat mudah,False
24427,13806,Kredivo,1,2024-09-19,", , ,",False
24448,190546,Akulaku,5,2024-07-17,semoga makin sukses,False
24466,6272,Kredivo,1,2025-06-05,aplikasi tidak bisa dibuka,False
24485,41309,Kredivo,5,2025-11-15,sangat bagus dan membantu,False
24489,76892,Kredivo,5,2025-01-11,mantap apk nya,False
24499,240571,Kredivo,5,2024-06-27,cepet banget pencairannya,False
24590,94580,Kredivo,5,2024-09-10,saya pengguna baru,False
24594,92501,Kredivo,5,2024-09-23,membantu yang membutuhkan,False
24618,174900,Akulaku,5,2024-11-11,"sangat membantu, terimakasih akulaku",False
24640,217227,Akulaku,5,2024-01-23,terimakasih atas responnya,False
24669,71302,Kredivo,5,2025-02-20,sangat membantu di saat membutuhkan,True
24720,42889,Kredivo,5,2025-10-28,mudah dan cepat,True
24725,245745,Kredivo,5,2024-05-31,apk sangat membantu,False
24734,87443,Kredivo,5,2024-10-28,sangat membantu terimakasih,False
24815,187514,Akulaku,5,2024-08-06,sangat membantu sekali,False
24858,240353,Kredivo,5,2024-06-28,sangat membantu disaat ada kebutuhan mendadak,False
24861,61891,Kredivo,5,2025-05-06,kalau bisa bunganya jangan besar,False
24938,201581,Akulaku,5,2024-05-03,acc nya cepat,False
24985,175423,Akulaku,5,2024-11-06,aman nyaman terpercaya,False
25033,68470,Kredivo,5,2025-03-10,"aplikasi yang sangat membantu, terimakasih",True
25047,82231,Kredivo,5,2024-12-05,sangat membantu keuangan mendesak,False
25076,216454,Akulaku,5,2024-01-27,trmksh sangat membantu,False
25096,68098,Kredivo,5,2025-03-13,mudah dan amanah,False
25126,13299,Kredivo,1,2024-10-02,di tolak terus,False
25132,90923,Kredivo,5,2024-10-04,sangat membantu the best,False
25155,232638,Kredivo,5,2024-08-16,kredivo luar biasa,False
25182,154356,Akulaku,5,2025-11-08,pengajuan selalu gagal,False
25266,230130,Kredivo,5,2024-09-01,"sangat membantu, terima kasih kredivo",False
25291,228816,Kredivo,4,2024-02-16,sangat membantu dan bagus aplikasinya,False
25305,193460,Akulaku,5,2024-06-28,good job aku laku,False
25357,238463,Kredivo,5,2024-07-11,kredivo sangat membantu usaha kami,False
25375,56957,Kredivo,5,2025-06-07,cepat banget proses nya,True
25400,6078,Kredivo,1,2025-06-06,ga bisa dibuka,False
25429,91226,Kredivo,5,2024-10-02,kredivo sangat membantu sekali,False
25435,198090,Akulaku,5,2024-05-28,sangan puas dengan aplikasi ini,True
25440,201476,Akulaku,5,2024-05-03,membantu banget ...,False
25538,213929,Akulaku,5,2024-02-09,sangat membantu bagus banget,False
25566,233876,Kredivo,5,2024-08-09,sangat cepat transaksinya,False
25721,231451,Kredivo,5,2024-08-24,pengajuan tdk ribet,False
25799,198076,Akulaku,5,2024-05-29,puas banget dah,False
25834,90417,Kredivo,5,2024-10-07,cepat dan gk ribet,True
25838,48153,Kredivo,5,2025-09-05,aplikasi yg sangat membantu,False
25868,82974,Kredivo,5,2024-11-30,mantap mudah dan cepat,False
25943,176142,Akulaku,5,2024-11-01,apk sangat membatu,False
26004,27119,Kredivo,2,2025-06-06,saya tidak bisa login,False
26093,203204,Akulaku,5,2024-04-22,terima kasih akulaku...,False
26123,93864,Kredivo,5,2024-09-14,semoga tidak mengecewakan,False
26170,36467,Kredivo,5,2026-01-08,sangat membantu banget,False
26351,91377,Kredivo,5,2024-10-01,sangat membantu disaat butuh uang mendadak,False
26367,71130,Kredivo,5,2025-02-21,"bagus, sangat membantu",False
26480,224949,Kredivo,4,2025-04-09,solusi keuangan anda,False
26505,173606,Akulaku,5,2024-11-23,akulaku memang luar biasa,False
26529,181001,Akulaku,5,2024-09-24,sangat membantu aplikasi terpercaya,False
26543,74939,Kredivo,5,2025-01-25,aplikasi yang sangat bermanfaat,False
26552,64758,Kredivo,5,2025-04-09,sukses selalu kredivo,False
26556,187280,Akulaku,5,2024-08-08,respon cepat mantap,False
26594,248639,Kredivo,5,2024-05-16,bagus dan sangat bagus,False
26599,210656,Akulaku,5,2024-03-01,makasih udah banyak membantu,False
26601,250612,Kredivo,5,2024-05-05,apk yang bagus,False
26605,237700,Kredivo,5,2024-07-16,"terimakasih kredivo, sangat membantu",False
26624,77428,Kredivo,5,2025-01-07,sangat membantu ketika dibutuhkan,False
26643,250635,Kredivo,5,2024-05-05,sangat mudah dan memberikan kemudahan,False
26666,153320,Akulaku,5,2025-12-02,ga bisa pinjam,False
26672,74496,Kredivo,5,2025-01-29,"sangat membantu, terima kasih kredivo",False
26692,217409,Akulaku,5,2024-01-22,mantapppp sangat membantu,False
26754,161407,Akulaku,5,2025-06-22,terimakasih aku laku,False
26761,192866,Akulaku,5,2024-07-02,terima kasi akulaku,False
26778,87194,Kredivo,5,2024-10-30,sangat membantu kaum mendang mending,False
26824,194539,Akulaku,5,2024-06-22,aku laku ok,False
26854,88561,Kredivo,5,2024-10-20,membantu sekali aplikasi ini,False
26881,45830,Kredivo,5,2025-09-27,keren dan mantap,False
26893,275016,Kredivo,5,2024-01-09,sangat membantu sekali,False
26923,119059,Akulaku,1,2024-07-09,tidak sesuai expetasi,False
26952,259166,Kredivo,5,2024-03-16,oke terima kasih,False
26987,273099,Kredivo,5,2024-01-16,semoga di acc amin,False
27035,198423,Akulaku,5,2024-05-26,akulaku the best,False
27091,23850,Kredivo,1,2024-02-09,kenapa saya ga bisa login,False
27097,36667,Kredivo,5,2026-01-06,aplikasi yg membantu,False
27122,268579,Kredivo,5,2024-02-04,cepat proses y,False
27130,265682,Kredivo,5,2024-02-17,mudah & cepat,True
27155,264759,Kredivo,5,2024-02-21,sangat membantu terimakasih kredivo,False
27162,67922,Kredivo,5,2025-03-14,sangat mudah dan gk ribet,False
27228,87175,Kredivo,5,2024-10-30,langsung di acc,False
27272,273835,Kredivo,5,2024-01-14,baik dan bagus,False
27316,258909,Kredivo,5,2024-03-18,semoga bisa transaksi lagi,False
27321,169776,Akulaku,5,2025-01-20,sangat membantu terimakasih,False
27341,206260,Akulaku,5,2024-03-29,mantap cepat terpercaya,False
27380,269000,Kredivo,5,2024-02-02,sangat membantu terimakasih,False
27594,165794,Akulaku,5,2025-03-29,sangat membantu trimakasih akulaku,False
27638,147047,Akulaku,4,2024-09-18,limit nya gk bisa di pake,False
27743,236572,Kredivo,5,2024-07-22,baik dan cepat prosesnya,True
27747,39826,Kredivo,5,2025-12-02,thank you kredivo,False
27768,268387,Kredivo,5,2024-02-05,kredivo sangat membantu,False
27783,79420,Kredivo,5,2024-12-25,aplikasi bagus membantu banget,False
27800,88776,Kredivo,5,2024-10-18,top markotop sangat membantu,False
27865,233397,Kredivo,5,2024-08-11,makasih bos ku,False
27889,270349,Kredivo,5,2024-01-28,sangat membantu di saat ada kebutuhan,False
27940,128721,Akulaku,1,2024-02-09,paylater gak bisa di gunakan,False
27962,271697,Kredivo,5,2024-01-22,sangat puas pake aplikasi kredivo,False
28013,86065,Kredivo,5,2024-11-07,sangat cepat pencairannya,False
28102,80997,Kredivo,5,2024-12-13,solusi yg tepat,False
28119,19603,Kredivo,1,2024-04-29,semoga di acc,False
28186,54021,Kredivo,5,2025-06-23,aplikasi yang sangat bermanfaat,False
28196,198371,Akulaku,5,2024-05-27,saya senang dgn aplikasi ini,False
28301,204593,Akulaku,5,2024-04-10,akulaku the best,False
28409,265690,Kredivo,5,2024-02-17,kredivo baik hati,False
28466,256804,Kredivo,5,2024-03-29,sangat membantu.. mantap,False
28486,192692,Akulaku,5,2024-07-03,memberikan solusi yg tepat,False
28515,61723,Kredivo,5,2025-05-07,pelayanan sangat baik,False
28531,73917,Kredivo,5,2025-02-02,"terimakasih, sangat membantu sekali",False
28549,193837,Akulaku,5,2024-06-26,knpa paylater sya tidak bisa digunakan,False
28699,79452,Kredivo,5,2024-12-25,aplikasi pinjaman terbaik,False
28702,235552,Kredivo,5,2024-07-31,kredivo sangat membantu sya,False
28709,91998,Kredivo,5,2024-09-27,"sangat membantu, terima kasih",True
28734,30955,Kredivo,3,2025-11-19,ga bisa reset pin,True
28810,99955,Akulaku,1,2025-09-22,paylater gak bisa di gunakan,False
28937,254711,Kredivo,5,2024-04-12,limit kaga bisa d pake,False
28946,241346,Kredivo,5,2024-06-22,terimakasih sangat membantu...,False
28949,236826,Kredivo,5,2024-07-20,selama ini masih bagus,False
28981,167911,Akulaku,5,2025-02-20,akulaku is the best,False
28995,273463,Kredivo,5,2024-01-15,sat set langsung cair,True
29087,229359,Kredivo,4,2024-01-13,cukup baik pelayanannya,False
29104,110715,Akulaku,1,2024-12-15,aplikasi gk jelas,False
29127,87736,Kredivo,5,2024-10-26,aplikasi sangat membantu..,False
29143,265945,Kredivo,5,2024-02-16,bintang yg berbicara,False
29192,151728,Akulaku,5,2026-01-06,proses cepat tidak ribet,False
29203,220352,Akulaku,5,2024-01-04,akulaku the best,False
29241,62177,Kredivo,5,2025-05-03,cepet dn mudah,False
29323,177358,Akulaku,5,2024-10-22,ga bisa di gunakan,False
29374,228631,Kredivo,4,2024-02-28,semoga tetap yg terbaik,False
29386,64233,Kredivo,5,2025-04-14,apk ini sangat membantu,False
29408,22364,Kredivo,1,2024-03-06,aplikasi gak beres,False
29463,246265,Kredivo,5,2024-05-28,terima kasih banyak kredivo,False
29473,254044,Kredivo,5,2024-04-16,sukses selalu untuk kredivo,False
29519,166442,Akulaku,5,2025-03-17,saya puas dengan akulaku,False
29543,178702,Akulaku,5,2024-10-11,sangat membantu dlm keadaan mendesak,False
29644,159552,Akulaku,5,2025-07-25,apk bagus sangat membantu,False
29735,250971,Kredivo,5,2024-05-04,sangat membantu dan mudah digunakan aplikasinya,False
29816,229712,Kredivo,5,2024-09-04,sangat membantu dlm segala hal,False
29819,234916,Kredivo,5,2024-08-02,aplikasi yg sangat membantu.,False
29882,211036,Akulaku,5,2024-02-28,"bunga rendah, mantap",False
29914,193143,Akulaku,5,2024-06-30,makasih udah membantu,False
29933,74028,Kredivo,5,2025-02-01,easy to use,False
29984,180654,Akulaku,5,2024-09-26,sangat bagus untuk modal usaha,False
29994,88082,Kredivo,5,2024-10-23,sangat membantu sekali,False
29999,84008,Kredivo,5,2024-11-22,pencairan cepat bunga rendah,False
30108,134694,Akulaku,2,2024-09-27,sudah lunas gk bisa pinjam lagi,True
30168,140271,Akulaku,3,2025-01-09,ga bisa download akulaku,False
30214,53563,Kredivo,5,2025-06-28,aplikasi yang bagus sekali,False
30262,198038,Akulaku,5,2024-05-29,"pengajuan cepat, gak ribet",False
30264,22192,Kredivo,1,2024-03-09,aplikasi yg sangat membantu,False
30392,71396,Kredivo,5,2025-02-19,puas dengan layanan kredivo,False
30454,251317,Kredivo,5,2024-05-02,sangat sangat puas,False
30461,72445,Kredivo,5,2025-02-11,mantap apk kredivo,False
30488,266592,Kredivo,5,2024-02-12,sangat puas dan sangat membantu,False
30613,252529,Kredivo,5,2024-04-25,"aplikasi yg sangat membantu, mantap",False
30681,256731,Kredivo,5,2024-03-30,sangat membantu sekali. terima kasih kredivo,False
30685,201240,Akulaku,5,2024-05-05,sukses sllu akulaku,False
30699,189122,Akulaku,5,2024-07-27,biarkan bintang yang berbicara,False
30783,195539,Akulaku,5,2024-06-15,alhmdllh sangat membantu,False
30816,277010,Kredivo,5,2024-01-01,emang mantap kredivo,False
