

"item_id","review_id","aspect","review_text","llm_label","label","aspect_present","confidence","notes"
"88","19570","risk","kecewaaaaaaaaaaa... bayar tidak pernah telat... tapi aplikasi q diblokir permanen. maaf ya... sementara aq kasih bintang 1. tapi misal ada perubahan ya aq ksih bintang 5.","Negative","","0","1","aspek risk tidak dibahas jelas; inti review lebih ke pemblokiran akun sehingga lebih cocok ke service/trust"
"89","26627","risk","punya saya di blokir permanen kenapa ya padahal tidak talat kalau bayar","Negative","","0","1","aspek risk tidak muncul jelas; ini lebih merupakan keluhan soal pemblokiran akun"
"90","135155","trust","aplikasi ini sangat buruk saya meminjam 200rb tapi dana nya tidak masuk tapi cicilan tetap di bayar mohon di perbaiki lagi kasihan para nasabah","Negative","Negative","1","3","dana tidak masuk tetapi cicilan tetap ditagih, sehingga kepercayaan pada platform rusak jelas"
"91","18406","service","aplikasi tidak rekomended,tiba tiba akun diblokir permanen tolong min,sebelum di blokir lihat historis nya dulu, terimakasih","Negative","Negative","1","3","pemblokiran akun permanen secara tiba-tiba menunjukkan masalah layanan yang jelas"
"92","17476","service","yang ke 2 kalinya akun ditangguhkan dengan alasan yang tidak jelas, padahal gga pernah telat bayar. giliran penagihan belum jatuh tempo sudah tlp tlp yang bikin esmosi & ggu kerjaan org.","Negative","Negative","1","3","penangguhan akun tanpa alasan jelas dan telepon penagihan yang mengganggu menunjukkan layanan buruk"
"93","106184","service","pokonya nanti kalau sudah lunas kapok ngambil pinjaman di akulaku lagi. kebanyakan spam telfon, nelfon pakai ngancem ngancem segala pke nda tinggi","Negative","Negative","1","2","penagihan agresif/spam telepon masih relevan sebagai kualitas layanan, meski ada unsur trust juga"
"94","97838","service","terpaksa saya turunin bintang nya saya merasa kecewa sekali karena setiap pelunasan saya tidak pernah terlambat bahkan sebelum jatuh tempo saya sudah lunasin, tapi kenapa pengajuan saya selalu di tolak ? ini sangat menyedihkan sekali tolong lah di perhatikan ini wahai pemilik aplikasi pinjol . kalau begini yang lain pasti bakalan uninstall ini dan pindah ke apk pinjol yang lain ,,yakin lah !","Negative","Negative","1","3","keluhan jelas pada proses pengajuan yang selalu ditolak meski riwayat bayar baik"
"95","22141","trust","saya sudah cukup lama menggunakan kridevo,padhl saya tidak pernah ada tunggahkan pinjaman atau tagihan,selalu bayar tepat waktu,tiba2 akun saya diblokir permanen","Negative","Negative","1","3","akun diblokir permanen meski riwayat pembayaran baik; kepercayaan pada platform menurun"
"96","26627","trust","punya saya di blokir permanen kenapa ya padahal tidak talat kalau bayar","Negative","Negative","1","3","pembayaran lancar tetapi akun diblokir; trust jelas terdampak negatif"
"97","10944","service","aplikasi aneh, gapernah telat bayar tiba tiba di blokir permanen","Negative","Negative","1","3","keluhan singkat tapi sangat jelas tentang pemblokiran akun sebagai masalah layanan"
"98","139379","risk","sudah menggunakan sampai limit 10jt sudah berjalan 5bulan angsuran tagihan ke 6 sudah saya bayar via mbanking , mutasi sudah keluar 1juta.an bukti tf juga ada tapi di aplikasi belum di bayar.. dan ditelpon karna jatuh tempo.. chat cs live sama tlpon cs tidak ada solusi suruh nunggu aja.. bagaimana ini soalnya nama saya bagus.. gara2 kesalahan aplikasi jadi terancam.. saya tidak mau bayar 2x dongss 1juta lebihh hlo , angsuran masih 7x jugaa","Negative","Negative","1","3","ada risiko kerugian finansial karena pembayaran sudah dilakukan tapi belum tercatat dan berpotensi bayar dua kali"
"99","105352","trust","aplikasi il penipu ini, aku sudah bayar tagihan melalui ovo . di aplikasi belum juga lunas, yang anehnya, tiap hari makin bertambah.... saransan saya , jang pernah men dwonload aplikasi ini.","Negative","Negative","1","3","ada risiko kerugian finansial karena pembayaran sudah dilakukan tapi belum tercatat dan berpotensi bayar dua kali"
"100","106184","trust","pokonya nanti kalau sudah lunas kapok ngambil pinjaman di akulaku lagi. kebanyakan spam telfon, nelfon pakai ngancem ngancem segala pke nda tinggi","Negative","Negative","1","3","spam telepon dan ancaman penagihan membuat platform dipersepsi tidak dapat dipercaya"
"101","3533","risk","masa iya bayar tepat waktu akun di blokir permanen","Negative","","0","1","aspek risk tidak dibahas jelas; inti review lebih ke pemblokiran akun, jadi lebih cocok ke service/trust"
"102","200","risk","baru daftar sudah di tolak, ingat jaga data saya devi pitriani .. jika di salah gunakan maka saya tidak tanggung jawab .. per hari ini tgl 22 januari 2026","Negative","","0","1","aspek risk tidak muncul jelas; isi lebih menonjol pada kekhawatiran penyalahgunaan data sehingga lebih cocok ke trust"
"103","135057","trust","kenapa yang sudah melakukan pembayaran/ sudah lunas tapi masih ada tagihan tolong d jawab min","Negative","Negative","1","3","sudah lunas tetapi masih ada tagihan; merusak kepercayaan pada sistem/platform"
"104","148795","risk","paylater kadang bisa kadang tidak payah","Neutral","","0","1","aspek risk tidak dibahas; ini lebih ke keluhan stabilitas fungsi layanan"
"105","177349","trust","sangat bagus dan membantu,namun saya tidak menemukan tombol untuk menhpus data. karena kredit / pinjaman saya tidak ada lagi saya mohon data saya jangan di salah gunakan.","Negative","Negative","1","3","kekhawatiran penyalahgunaan data sangat jelas; ada unsur campuran karena kalimat awal positif"
"106","7894","risk","akun saya tiba tiba di blokir permanen , sampe sekarang tidak bisa di buka . padahal pembayaran tidak pernah telat. bener bener tidak ada konpensasi untuk nasabah nya","Negative","","0","1","aspek risk tidak dibahas jelas; isi lebih kuat ke service/trust tentang pemblokiran akun"
"107","102282","service","ngasih hadiah lewat luckydraw tapi kaya gtu, sudah ngundang tmn banyak, sisa 1 rupiah saja kaya nya dipersulit pengajuan selalu ditolak, langsung uninstal, yang gua undangin gua suruh uninstal juga","Negative","Negative","1","2","ada keluhan layanan/promosi dan pengajuan yang dipersulit; negatif cukup jelas meski konteks agak berantakan"
"108","272047","risk","kredivo mantap,,,pinjol yang sangat membantu di saat kesulitan bunga nya pun tidak terlalu tinggi dibanding dg pinjol lain nya","Positive","Positive","1","2","jelas membahas manfaat finansial dan bunga; sentimen positif pada aspek risk"
"109","106627","trust","daftar juga gagal ditolak ..terus ada yang telpon suruh bayar . tidak pinjam juga ada tagihan yang harus dibayar???? bagaimana ini","Negative","Negative","1","3","ada penagihan padahal merasa tidak meminjam; kepercayaan pada platform sangat terganggu"
"110","12285","risk","aplikasi sampah ....boong","Neutral","","0","1","aspek risk tidak dibahas; hanya cercaan umum tanpa isi spesifik"
"111","137268","risk","payah gara2 telat bayar setelah dilunasi malah tidak bisa di pakai limitnya..nyesel lunasi mending tunggu sampe deptkolektor dateng krmh ketauan ajak ngopi wkwkwkw","Negative","Negative","1","2","limit tidak bisa dipakai setelah pelunasan; negatif pada akses kredit/risk"
"112","13036","trust","bayar kecepatan malah diblokir permanen lucu sekali","Negative","Negative","1","3","pemblokiran setelah bayar cepat jelas merusak kepercayaan pada platform"
"113","98442","service","aplikasi tidak jelas lagi ngajuin tiba tiba dibekukan , alesan nya juga tidak jelas keamanan² t41","Negative","Negative","1","2","pengajuan dibekukan tiba-tiba dan alasan tidak jelas; masalah layanan cukup jelas"
"114","82232","service","sangat membantu bunga nya juga ringan.proses cepat..terima kasih kredivo","Positive","Positive","1","2","pujian positif pada proses layanan; ada unsur risk juga dari bunga ringan"
"115","115169","service","saya tidak penah telat bayar dan saya sering sebelum jatuh tempo sudah bayar...sekarang sudah tidak ada tagihan sama sekali malah di beri pesan email tentang pembayaran pembiyayaan...padahal saya sudah lunas dan tidak ada tagihan","Negative","Negative","1","3","ada pesan/email tagihan meski sudah lunas; keluhan pada sistem layanan sangat jelas"
"116","106944","service","aplikasi tidak bagus,pelunasan dan denda sudah saya lunasi,tapi nama saya diblacklist disemua apk,kacau ini aplikasi ,jangan sampai masuk apk ini kawan ,apk yang sangat merugikan .","Negative","Negative","1","2","masih bisa diterima untuk service karena efek layanan/sistem setelah pelunasan buruk, walau risk juga kuat"
"117","142037","service","ini saya kok di telfon"" kak masalah cashback telat apa bener","Negative","Neutral","1","1","topik layanan/komunikasi ada, tapi makna sangat ambigu dan sentimen negatif tidak cukup kuat"
"118","239160","trust","tidak ribet kaya yang lain. bunga lumayan rendah. proses cepat. asli gpl. butuh dana dadakan rekomendasi lah","Positive","Positive","1","2","pujian umum yang membangun persepsi positif pada platform; ada unsur risk juga"
"119","126987","service","aplikasi parah,bikin kapook.gua tidak merasa pinjam duit tau"" ada dana masuk 12juta.gila bener kan.udah niat baik mau balikin malah di bikin persulit.masih syukur gua mau tanggung jawab buat balikin,ga smpai gua bawa kabur th duit 12juta.ini malah gua tetap saja di suruh bayar tagihan yang gua sendiri tidak mrasa pinjam tu dana cicil.aplikasi jebakan..kapookk gua make aplikasi ini.bakalan gua hapus ini aplikasi..telpon cs ampe pulsa gua abis hampir gocap tapi masalah tidak bisa di selesaikan.dibikin muter""","Negative","Negative","1","3","penyelesaian masalah dipersulit dan CS tidak menyelesaikan; untuk pasangan service sangat jelas negatif"
"120","12822","service","sampai saat ini akun saya di blokir angsuran tidak ada yang telat","Negative","Negative","1","3","akun diblokir meski angsuran tidak telat; masalah layanan jelas"
"121","122203","trust","awalnya di kasih . giliran sudah lunas. mau lakukan pinjaman ulang di tolak mulu. padahal pembayaran tidak terlambat dan malahan belum jatuh tempo sudah di lunasin. tidak puas sama aplikasi akulaku. semoga saja data pribadi ku aman dan jangan di gunakan buat hal lain.","Negative","Negative","1","3","penolakan pinjaman ulang dan kekhawatiran data disalahgunakan menurunkan kepercayaan pada platform"
"122","253555","trust","aplikasi taiii...sudah isi semua data tunggu pengajuan.malah d tolak..padahal tidak pernah punya urusan sama apk mana pun...gua sumpahin supaya d blok ini apk..","Negative","Negative","1","2","penolakan setelah isi data lengkap menimbulkan ketidakpercayaan, meski fokus layanan juga ada"
"123","148795","trust","paylater kadang bisa kadang tidak payah","Neutral","","0","1","aspek trust tidak dibahas jelas; ini lebih merupakan keluhan stabilitas fungsi layanan"
"124","128776","service","aplikasi apa ini .masak adek saya sudah bayar lunas sejak bulan november .tiba2 bulan ini dapat wa katanya ada tagihan lalai dari november..sampai nominalnya 2.960.000..apa mkst nya. lama2 aplikasi pemerasan ini mah.. padahal data² sudah di hapus dari aplikasi . kalau memang adek saya masih ada hutang. tidak mungkin lah bisa hapus data segala macam...sudah blokir saja dari ojk aplikasi ini","Negative","Negative","1","2","untuk pasangan service masih masuk karena ada masalah sistem penagihan, walau risk dan trust juga sangat kuat"
"125","102282","trust","ngasih hadiah lewat luckydraw tapi kaya gtu, sudah ngundang tmn banyak, sisa 1 rupiah saja kaya nya dipersulit pengajuan selalu ditolak, langsung uninstal, yang gua undangin gua suruh uninstal juga","Negative","Negative","1","2","pengalaman promosi/pengajuan yang dipersulit membuat platform dipersepsi tidak dapat dipercaya"
"126","11772","trust","keterlambatan yang cukup lama dari mana? aplikasi aneh, sudah punya etikad baik buat pelunasan, sudah dilunasin malah di blokir permanen.","Negative","Negative","1","3","pelunasan sudah dilakukan tetapi tetap diblokir permanen; trust jelas negatif"
"127","22141","service","saya sudah cukup lama menggunakan kridevo,padhl saya tidak pernah ada tunggahkan pinjaman atau tagihan,selalu bayar tepat waktu,tiba2 akun saya diblokir permanen","Negative","Negative","1","3","akun diblokir permanen meski pembayaran baik; masalah layanan sangat jelas"
"128","136344","service","pinjaman pertama langsung di respon dengan baik, tapi kenapa pinjaman kedua di tolak padahal pembayarannya di lunasin jauh sebelum jatuh tempo, untuk itu mohon data saya jangan di salah gunakan pertanggal 17/05/2024 karena aplikasi akulaku saya uninstall","Negative","Negative","1","2","untuk pasangan service, inti utama adalah pinjaman kedua ditolak; ada unsur trust soal data"
"129","126987","risk","aplikasi parah,bikin kapook.gua tidak merasa pinjam duit tau"" ada dana masuk 12juta.gila bener kan.udah niat baik mau balikin malah di bikin persulit.masih syukur gua mau tanggung jawab buat balikin,ga smpai gua bawa kabur th duit 12juta.ini malah gua tetap saja di suruh bayar tagihan yang gua sendiri tidak mrasa pinjam tu dana cicil.aplikasi jebakan..kapookk gua make aplikasi ini.bakalan gua hapus ini aplikasi..telpon cs ampe pulsa gua abis hampir gocap tapi masalah tidak bisa di selesaikan.dibikin muter""","Negative","Negative","1","3","ada dana masuk tanpa merasa meminjam dan tetap ditagih; risiko finansial sangat jelas"
"130","17732","trust","tidak jelas banget diblokir permanen, padahal aplikasinya sangat membantu saya dalam finansial tapi malah diblokir permanen. saya cuma belanja pulsa dan paketan langsung diblokir permanen","Negative","Negative","1","3","pemblokiran permanen tanpa alasan jelas merusak kepercayaan pada platform"
"131","11686","service","tiap kali daftar selalu di tolak, mohon jangan sms no saya lagi, karena trlalu sering saya registrasi dan trlalu sering juga di tolak juga padahal terlalu sering saya kirim dan uploud data diri meski selalu tertolak untuk registrasi, saya kwater dan tidak percaya bhwa data diri saya apa benar benar terhapus permanent pd saat saya klik hapus data diri.","Negative","Negative","1","3","inti utama adalah proses registrasi selalu ditolak; ada unsur trust soal data, tapi service tetap jelas"
"132","256533","trust","keredivo baik pertahankan yah..","Positive","Positive","1","1","pujian umum bernada positif, meski sangat singkat"
"133","2202","risk","saya kecewa karena pendaftaran saya tidak di setujui,padahal sudah isi data yang benar,di suruh nunggu 3 bulan lagi,dari sekarang tgl 20/10/2025 saya hapus/unistal aplikasi kredivo,tolong jangan di salah gunakan data saya,dan saya tidak bertanggung jawab,bila ada sesuatu hal yang meng atas namakan saya,sekian terima kasih.","Negative","","0","1","aspek risk tidak dibahas jelas; isi lebih kuat ke service/trust tentang pendaftaran ditolak dan kekhawatiran data"
"134","205537","risk","semoga aman dan lancar","Positive","","0","1","aspek risk tidak dibahas jelas; isi lebih kuat ke service/trust tentang pendaftaran ditolak dan kekhawatiran data"
"135","28934","trust","transaksi kayak ambil kuota, pembayaran online aman cuman perhatiin dong orang bayar 100 rebu yang masuk cuman 94 rebu bagaimana si? katanya di suruh kirim bukti pembayaran tapi tidak ada respon lagi. kecewa si","Negative","Negative","1","2","ada rasa kecewa dan menurunnya kepercayaan karena nominal masuk tidak sesuai dan tidak ada respons"
"136","124916","trust","makin kesini makin buruh , bulan lalu turun limit , sekarang ditolak .. padahal tidak pernah telat bayar , bilang saja tidak ada limit buat dipinjamkan.. sudah untung bitang 1 , kalau ada saya kasih minus ..","Negative","Negative","1","2","platform dianggap tidak konsisten dan mengecewakan; trust negatif cukup jelas"
"137","138525","service","apk saya hapus karena di tolak terus padahal belum pernah ada cicil apapun,trus ini nanti data saya kira"" juga ikut dihapus tidak ya??","Negative","Negative","1","2","inti utama tetap pada penolakan layanan; ada unsur trust soal penghapusan data"
"138","100294","service","g jelas , utang g ada lunas terus eh ujungnya 300 rb saja tidak acc..kacau.hps akun deh jaga ya jgan smpi salah gunakan .kecewa sama apk ini","Negative","Negative","1","2","untuk pasangan service masih masuk karena ada keluhan persetujuan/akses layanan; ada unsur trust soal data"
"139","10944","trust","aplikasi aneh, gapernah telat bayar tiba tiba di blokir permanen","Neutral","Negative","1","3","pemblokiran permanen meski tidak pernah telat jelas merusak kepercayaan; llm_label tampak terlalu lunak"
"140","141260","service","mau tanya kak ,seandainya kridit barang dan barang yang datang tidak sesuai bagaimana kak? kok pengiriman lama, sudah 2 hari belum dikirim pesananya","Negative","Negative","1","2","keluhan tentang pengiriman lama dan ketidaksesuaian barang masih relevan ke service"
"141","106944","trust","aplikasi tidak bagus,pelunasan dan denda sudah saya lunasi,tapi nama saya diblacklist disemua apk,kacau ini aplikasi ,jangan sampai masuk apk ini kawan ,apk yang sangat merugikan .","Negative","Negative","1","3","sudah lunas tetapi tetap diblacklist; kepercayaan pada platform rusak jelas"
"142","3036","service","ini kredivo saya ko bisa tarik tunai sendiri padahal tidak saya buka aplikasi nya eh malah ngirim ke dana saya 300rb padahal saya gamau pinjam sama sekalii , tolong dong perbaiki masalah ini","Negative","Negative","1","3","ada masalah serius pada fungsi sistem/aplikasi karena transaksi terjadi tanpa persetujuan pengguna"
"143","10944","risk","aplikasi aneh, gapernah telat bayar tiba tiba di blokir permanen","Neutral","","0","1","aspek risk tidak dibahas jelas; inti review lebih ke pemblokiran akun, jadi lebih cocok ke service/trust"
"144","10000","risk","cicilan sudah lunas tapi bi ceking masi ada data nya kalau belom lunas. tidak bisa di percaya ini platformnya.","Negative","Negative","1","3","status pelunasan yang masih tercatat salah berpotensi merugikan secara finansial/kredit"
"145","131801","risk","bikin kapok pinjam disini ... bunganya besar dan cara penagihan nya kasar...","Negative","Negative","1","3","bunga besar jelas relevan ke risk; sentimen negatif kuat"
"146","3996","service","dc kagak ramah kaya ngajak ributt","Negative","Negative","1","2","keluhan singkat tapi jelas tentang kualitas layanan penagihan"
"147","140240","trust","semoga akun saya bisa di pakai lagi tidak pernah telat tapi tidak bisa di gunakan","Negative","Negative","1","2","akun tidak bisa digunakan meski tidak pernah telat; kepercayaan pada platform menurun"
"148","19570","service","kecewaaaaaaaaaaa... bayar tidak pernah telat... tapi aplikasi q diblokir permanen. maaf ya... sementara aq kasih bintang 1. tapi misal ada perubahan ya aq ksih bintang 5.","Negative","Negative","1","3","pemblokiran permanen meski pembayaran lancar menunjukkan masalah layanan jelas"
"149","137427","service","aku laku kenapa sekarang bermasalah,ko bilang saya punya cicilan atau pinjaman uang tunai padahal tidak","Negative","Negative","1","3","sistem menampilkan cicilan/pinjaman yang tidak diakui pengguna; keluhan layanan sangat jelas"
"150","145763","service","aku laku parah sudah bayar, tapi masih ada tagih, nelpon ke costumer tidak di angkat malah pulsa abis gede, lewat livechat nungguin antrian 1400. 2 jam baru beres paling 10 orang, bagaimana ngehubunginya, bikin pusing, mending kalau tidak ada denda.","Negative","Negative","1","3","ada tagihan setelah bayar dan kanal bantuan sangat buruk; masalah layanan sangat jelas"
"151","14456","service","saya kasih bintang 1 karna pengajuan saya belum di setujui, tolong hapus data data saya, dan jangan di salah gunakan, mulai tanggal 02/9/2024 saya uninstall apk ini","Negative","Negative","1","3","keluhan pengajuan tidak disetujui; ada unsur trust terkait data"
"152","21072","service","gda pengingat ud jatuh tempo d tlp kek, msh lumayan lagi indodana..gila bunga nya 1 hri tidak bayar 100rb kntl! bnr2 menjebak!! asuu!!! sumpah tidak rekomended gausala kalian pinjol2..lbh baik krtu kredit lg..gua akan non aktfkan akun kl begini..","Negative","Negative","1","2","keluhan utama terkait layanan pengingat dan pengalaman buruk penggunaan; ada unsur risk pada bunga"
"153","97838","trust","terpaksa saya turunin bintang nya saya merasa kecewa sekali karena setiap pelunasan saya tidak pernah terlambat bahkan sebelum jatuh tempo saya sudah lunasin, tapi kenapa pengajuan saya selalu di tolak ? ini sangat menyedihkan sekali tolong lah di perhatikan ini wahai pemilik aplikasi pinjol . kalau begini yang lain pasti bakalan uninstall ini dan pindah ke apk pinjol yang lain ,,yakin lah !","Negative","Negative","1","3","riwayat pembayaran baik tetapi pengajuan ditolak membuat kepercayaan pada platform turun"
"154","246615","service","ok, cuman debt kolektor rewel. pokoknya kalau lewat jatuh tempo sehari telpon setiap menit. yang telpon pun gonta ganti. enakan hutang bri aja.... tiba tiba akun diblokir permananen...","Negative","Negative","1","3","penagihan agresif dan pemblokiran akun menunjukkan masalah layanan"
"155","54367","trust","good good good saya baru saja mendapatkan kenaikan limit pinjaman. terima kasih kredivo telah memberikan kemudahan untuk saya. aplikasi terpercaya.","Positive","Positive","1","3","pujian jelas pada platform dan menyebut aplikasi terpercaya"
"156","82232","risk","sangat membantu bunga nya juga ringan.proses cepat..terima kasih kredivo","Positive","Positive","1","2","menyebut bunga ringan dan kemudahan pinjaman; sentimen positif"
"157","97838","risk","terpaksa saya turunin bintang nya saya merasa kecewa sekali karena setiap pelunasan saya tidak pernah terlambat bahkan sebelum jatuh tempo saya sudah lunasin, tapi kenapa pengajuan saya selalu di tolak ? ini sangat menyedihkan sekali tolong lah di perhatikan ini wahai pemilik aplikasi pinjol . kalau begini yang lain pasti bakalan uninstall ini dan pindah ke apk pinjol yang lain ,,yakin lah !","Negative","Negative","1","2","untuk pasangan risk masih masuk karena terkait akses kredit, meski trust juga kuat"
"158","99921","service","aplikasi tidak bner masa limit tidak pernah cair data saya uda di ambil yang bner saja aplikasi busuk","Negative","Negative","1","2","limit tidak pernah cair menunjukkan masalah layanan; ada unsur trust terkait data"
"159","12236","risk","ternyata saya tidak sendiri,,saya sudah melakukan pembayaran di tanggal 01/11/2024 tapi sampai sekarang masih ada tagihan, dan pembayaran saya belum terverifikasi. sudah komplain via cs,livechat,dan email juga. masih belum ada solusi. ini gmna pertanggung jawabannya. padahal bukti pembayaran sudah saya kirim","Neutral","Negative","1","3","ada potensi kerugian finansial karena pembayaran belum diverifikasi; sentimen jelas negatif"
"160","98442","trust","aplikasi tidak jelas lagi ngajuin tiba tiba dibekukan , alesan nya juga tidak jelas keamanan² t41","Negative","Negative","1","2","pembekuan pengajuan tanpa alasan jelas menurunkan kepercayaan pada platform"
"161","256246","risk","aplikasi yang sangat membantu,aman dan terbaik limit nambah semua menjadi lancar & mudah","Positive","Positive","1","3","manfaat finansial dan limit bertambah dinilai sangat positif"
"162","117654","risk","sejauh ini masih aman aman saja ..pelayanan baik proses mudah cuma kok paylater nya tidak bisa di gunakan","Negative","Neutral","1","2","ada pujian dan keluhan sekaligus; untuk risk sentimennya campuran karena paylater tidak bisa digunakan"
"163","46374","risk","suka pakai kredivo wlw pun sudah jatuh tempo tidak ditlp terus n wa klw pinjam lain belum sudah ditlp dan diwa pakai ancam2 lagi","Negative","Positive","1","2","membandingkan dengan layanan lain dan memuji pengalaman penagihan yang tidak mengancam; llm_label tampak tidak sesuai"
"164","272633","service","saya sudah 3 tahun konsumen kredivo pembayaran belum pernah telat, malah selalu di awal sblm wktunya. cuman saya sangat kecewa diakala pembayaran barru telat 1 minggu. sudah di datangin dc... ke kantor tempat kerja pula. saya sangat kecewa, bikin malu. timbang telat seminngu. kenapa tidak dtng ke alamat ktp rumah saya. kalau sudah lunas saya kapok minjem kredivo baru tau ternyata begitu... nagih ke tempat kerja.","Negative","Negative","1","3","membandingkan dengan layanan lain dan memuji pengalaman penagihan yang tidak mengancam; llm_label tampak tidak sesuai"
"165","137427","trust","aku laku kenapa sekarang bermasalah,ko bilang saya punya cicilan atau pinjaman uang tunai padahal tidak","Negative","Negative","1","3","sistem menyatakan ada pinjaman yang tidak diakui pengguna; kepercayaan jelas terganggu"
"166","3036","trust","ini kredivo saya ko bisa tarik tunai sendiri padahal tidak saya buka aplikasi nya eh malah ngirim ke dana saya 300rb padahal saya gamau pinjam sama sekalii , tolong dong perbaiki masalah ini","Negative","Negative","1","3","transaksi/tarik tunai tanpa persetujuan pengguna sangat merusak kepercayaan"
"167","17732","service","tidak jelas banget diblokir permanen, padahal aplikasinya sangat membantu saya dalam finansial tapi malah diblokir permanen. saya cuma belanja pulsa dan paketan langsung diblokir permanen","Negative","Negative","1","3","pemblokiran permanen tanpa alasan jelas menunjukkan masalah layanan"
"168","11772","service","keterlambatan yang cukup lama dari mana? aplikasi aneh, sudah punya etikad baik buat pelunasan, sudah dilunasin malah di blokir permanen.","Negative","Negative","1","3","sudah dilunasi tetapi tetap diblokir permanen; keluhan layanan sangat jelas"
"169","2202","service","saya kecewa karena pendaftaran saya tidak di setujui,padahal sudah isi data yang benar,di suruh nunggu 3 bulan lagi,dari sekarang tgl 20/10/2025 saya hapus/unistal aplikasi kredivo,tolong jangan di salah gunakan data saya,dan saya tidak bertanggung jawab,bila ada sesuatu hal yang meng atas namakan saya,sekian terima kasih.","Negative","Negative","1","3","inti utama adalah pendaftaran tidak disetujui; ada unsur trust terkait data"
"170","176704","risk","mantul berguna saat mendesak","Neutral","Neutral","1","2","membantu saat kebutuhan mendesak menunjukkan manfaat finansial positif; llm_label terlalu netral"
"171","169751","service","bagus proses mudah dan bisa membantu keuangan darurat, tenor nya panjang bunga sangat rendah dibanding apl lainya.. sangat recommended aplikasi akulaku ini","Positive","Positive","1","3","proses mudah dan manfaat layanan dinilai sangat baik; ada unsur risk juga dari tenor dan bunga"
"172","252355","trust","pinjaman tidak ribet,cepat,aman","Positive","Positive","1","2","rasa aman disebut eksplisit dan nada keseluruhan positif"
"173","82232","trust","sangat membantu bunga nya juga ringan.proses cepat..terima kasih kredivo","Positive","Positive","1","2","ulasan positif umum yang membangun kepercayaan pada platform; ada unsur risk dan service juga"
"174","121038","service","d coba dulu klu berhasil pinjamnnya saya kaaih bintang 5..karena beberapa bulan lalu mengadakn pengajuan tidak lagi cair2 padahal tidak pernah telat bayrx","Negative","Negative","1","2","pengajuan sebelumnya tidak cair meski riwayat bayar baik; keluhan layanan cukup jelas"
"175","13872","service","saya kecewa dengan kredivo saya sudah ajukan tapi di suruh nunggu samapi 89 hari baru bisa ajukan peminjaman apaan tu sudah lolos kenapa limit dikasi 150 ribu itupun tidak bisa dipakai saya mau uninstal ini kredivo mohon data data saya dihapus karena saya akan tuntut kalian kalau data2 saya disalahgunakan","Negative","Negative","1","3","keluhan utama pada pengajuan, limit, dan penggunaan layanan; ada unsur trust soal data"
"176","115169","trust","saya tidak penah telat bayar dan saya sering sebelum jatuh tempo sudah bayar...sekarang sudah tidak ada tagihan sama sekali malah di beri pesan email tentang pembayaran pembiyayaan...padahal saya sudah lunas dan tidak ada tagihan","Negative","Negative","1","3","pesan tagihan muncul meski sudah lunas, sehingga kepercayaan pada sistem terganggu"
"177","11686","trust","tiap kali daftar selalu di tolak, mohon jangan sms no saya lagi, karena trlalu sering saya registrasi dan trlalu sering juga di tolak juga padahal terlalu sering saya kirim dan uploud data diri meski selalu tertolak untuk registrasi, saya kwater dan tidak percaya bhwa data diri saya apa benar benar terhapus permanent pd saat saya klik hapus data diri.","Negative","Negative","1","3","kekhawatiran penghapusan data dan hilangnya kepercayaan disebut jelas"
"178","3931","service","aplikasi sampah, saya menggunakan aplikasi kredivo sudah cukup lama, dan pembayaran saya di kredifazz selalu lebih awal dari tanggal jatuh tempo pembayaran, tetapi saya mengajukan kenaikan limit dan persyaratan yang di minta sudah saya isi semua namun tidak pernah di setujui, kalau cuman limit 2 juta lebih buat apa saya cape cape instal aplikasi sampah ini, setelah pembayaran saya lunas setelah ini, saya akan uninstall aplikasi sampah kaya gini, aplikasi miskin","Negative","Negative","1","3","keluhan kuat tentang layanan kenaikan limit yang tidak disetujui"
"179","239160","service","tidak ribet kaya yang lain. bunga lumayan rendah. proses cepat. asli gpl. butuh dana dadakan rekomendasi lah","Positive","Positive","1","2","proses cepat dan tidak ribet menunjukkan layanan positif"
"180","3036","risk","ini kredivo saya ko bisa tarik tunai sendiri padahal tidak saya buka aplikasi nya eh malah ngirim ke dana saya 300rb padahal saya gamau pinjam sama sekalii , tolong dong perbaiki masalah ini","Negative","Negative","1","3","ada transaksi pinjaman/tarik tunai yang tidak diinginkan; risiko finansial sangat jelas"
"181","12236","service","ternyata saya tidak sendiri,,saya sudah melakukan pembayaran di tanggal 01/11/2024 tapi sampai sekarang masih ada tagihan, dan pembayaran saya belum terverifikasi. sudah komplain via cs,livechat,dan email juga. masih belum ada solusi. ini gmna pertanggung jawabannya. padahal bukti pembayaran sudah saya kirim","Negative","Negative","1","3","pembayaran belum terverifikasi meski bukti sudah dikirim dan tidak ada solusi; masalah layanan sangat jelas"
"182","141260","risk","mau tanya kak ,seandainya kridit barang dan barang yang datang tidak sesuai bagaimana kak? kok pengiriman lama, sudah 2 hari belum dikirim pesananya","Negative","","0","1","pembayaran belum terverifikasi meski bukti sudah dikirim dan tidak ada solusi; masalah layanan sangat jelas"
"183","14456","trust","saya kasih bintang 1 karna pengajuan saya belum di setujui, tolong hapus data data saya, dan jangan di salah gunakan, mulai tanggal 02/9/2024 saya uninstall apk ini","Negative","Negative","1","3","kekhawatiran penyalahgunaan data disebut eksplisit; trust jelas negatif"
